yom_00610_01804423807	Mí ò ṣeré o; òdodo ọ̀rọ̀ ni.
yom_07508_01827557252	Omi tí mo fẹ́ mu wà nínu kòkò irin.
yom_07049_01544244103	Dáre ni akọ̀wé ẹgbẹ́ akọrin inú ìjọ wa.
yom_02121_01902805525	Bàba Wàídì mọ ẹni tó ni ilé epo yìí.
yom_03034_01879578919	Kíni m̀bá ti ṣe sọ pé mo gbọ́?
yom_08421_00848985328	Sa gbogbo ìpaà rẹ kí ọjọ́ ọ̀la rẹ́ lè suwọ̀n.
yom_03397_01379694402	Wọ́n ń ṣe orò ní Sáàgámù lọ́wọ́lọ́wọ́.
yom_02484_01433035770	Wọ́n gbàmí tọwọ́tẹsẹ̀ ní ilé ọkọ mi.
yom_08421_01180079847	Mo gbọ́ ìròyìn àwọn ọmọ ìyá méjì tí wọ́n fi ara wọn ṣe ògùn owó.
yom_09334_01870515349	Egúngún náà ni Yòrùbá máa ń pè ní ará ọ̀run.
yom_08784_01804526408	Ìlú ńlá ni Èkó.
yom_02121_00752498240	Ìṣoore-olúwa ni orúkọ tí wọ́n fún ilé náà.
yom_07505_00535928257	Wọ́n wà nílé ìgbọ̀nsẹ̀.
yom_09334_01835771974	Lọ mú ìró yẹn wá.
yom_06136_00024825562	Ta ló ni pángolo?
yom_04310_00698349134	A ti tọ́ka sí obì gbàǹja àti obì àbàtà.
yom_02484_00035892457	Mo fẹ́ràn aago yìí.
yom_01208_01871340549	A fẹ́ kí wọ́n ó dàgbà kí wọn ó dògbó.
yom_03034_02103527432	Ọṣẹ ni mo lọ rà.
yom_06136_01046994608	A ní ìbálòpọ̀ pẹ̀lú ara wa.
yom_02484_00342983781	Kí á mà dan ìgbàgbọ́ wa wò.
yom_04310_01040078318	Òdòdó kan ni a wá já n’ílée yín.
yom_00295_00439317932	Kò sí oun tó ń bọ̀ lókè tí ilẹ̀ ò gbà.
yom_04310_00645421127	Àwọn ènìyàn súnmọ́ olódùmárè pẹ́kípẹ́kí.
yom_02484_00757715666	Ọbẹ̀ ẹ̀fọ́ náà ti yí dànù lórí iná.
yom_00295_00896983271	Ta ló fi j̣ẹ oyè Ajírọ́ba?
yom_01523_00447820718	Ọfà ba ọmọ ogun rè l’ẹ́sẹ̀.
yom_02436_01062104356	Kí ló ṣe ẹ́ ní’mú?
yom_08421_00902730074	Àwọn ọlọ́pàá ti gbá mi mú.
yom_06136_00327789705	Ti fèrèsé náà kì ẹfọn má baà wọlé.
yom_07508_00331434484	Àpò ìwé ẹ̀ wà nínú aṣọ mi.
yom_01523_00683960062	Ọmọ náà fẹ́ràn eré àgbéléwò bíi ẹlẹ́dàá ni.
yom_00295_01495670377	Ẹran méjì-méjì ló fi ṣe wá lálejò.
yom_01208_01895390007	Àrun jẹjẹrẹ ò dára.
yom_06136_01350542840	Aṣọ ńlá ni ọbá máa ń wọ̀ lọ sí jímọ̀.
yom_03397_00334420973	Mo máa dáàbò bò ẹ lọ́wọ́ gbogbo ìjọ̀gbọ̀n ayé.
yom_07508_01609673711	Ìbàjẹ́ ènìyàn kò dáṣẹ́ ọlọ́run dúró.
yom_07505_00449231923	Tí a bá ń sọ àṣìṣe ara wa, èyí kò ní jẹ́ kí okùn ìfẹ́ wa gùn.
yom_04310_01669842088	Lọ gbá ilẹ̀ àárín ilé àti ti ẹ̀yìnkùlé.
yom_00610_00512922597	Ṣé o ti gbée fún ọ̀gá ẹ?
yom_00610_01122977341	Owó ẹyọ là ń ná láyé àtijọ́.
yom_00295_01759262518	Láti mọ iṣẹ́ náà, ó gba ìfarabalẹ̀.
yom_01208_00663157705	Yàrá àwọn Similólúwa tóbi gan.
yom_07505_01041889526	Orí àdògán ni wọ́n ti ń ro’kà.
yom_08421_00026187240	Ẹ bá mi fi díẹ̀ sí oúnjẹ yíì.
yom_02436_01205162726	Wọ́n ti múná lọ.
yom_02121_01646619163	Èyí ni ọmọ tí mo sọ fún ẹ ní ìjẹẹ̀ta wípé ó ní ìka mẹ́fà.
yom_03034_01238324645	Àpadàsáburú ò ní jẹ́ ìpín wa o.
yom_02121_00782760176	Ìyá àwọn ọmọ tí ilé wọ́n wà ní ibùdókọ̀ kẹta sí ìhín ti bá àgbèrè lọ.
yom_02121_01845269710	Inú omi ni ẹja ń gbé.
yom_02121_00563827200	Àwẹ̀ìwẹ̀tán ni omi ọ̀sà.
yom_07508_01765724710	Ìgbésẹ̀ fonọ́lọ́jì tó farahàn nínú àwọn ìlànà yìí ni àrànmọ́.
yom_07049_01241482870	Mo fẹ́ ra àgbàdo.
yom_01208_01480310098	Ìwé ìròyìn márùn-ún n wọ́n kọ̀ọ́ sí.
yom_07508_00436597889	Àyà mí máa ń já nítorí a ò mọ bí ọ̀lá ṣe máa rí.
yom_08784_00300967158	Làpálàpá wà l’órí ẹ.
yom_07508_00199663363	Ìbejì ọ̀ràn ni wọ́n fẹ́ yà.
yom_09334_01998666685	Jẹ́ ki mo mọ̀ tí o bá ti ń lọ sí ilé yin.
yom_00295_00734378792	Gúsù orílẹ̀ èdè yìí ni mo ti wá.
yom_00295_02069760396	Máa tọ́jú mi, Jèhóvà ńlá.
yom_04310_00996132431	Mo ra bàtà mẹ́ta l’ọ́jà Akẹ̀sán.
yom_07508_01862185631	Bàbá àti ìyá mi ló fún mi lówó tí mo ná.
yom_09334_00053208406	Ilẹ̀ Gẹ̀ẹ́sì ni ó wù mí kí n ti ka ìwé fún Másítàsì mi.
yom_00295_01797274674	Abẹ́ igi ọdán ni wọ́n ti máa ń sábà pa ààló.
yom_09334_01576800326	Wá bá mi rẹ́ èékánnáà mi.
yom_08784_00818036389	Ṣòkòtò náà dára lára rẹ̀.
yom_04310_01326155867	Ẹ̀rín máa ń pa mí nígbà tí mo bá ń gbọ́ àwọn ìpolówó kànkan.
yom_01523_01987127766	Ìyàwó rẹ ní owó jùú lọ.
yom_00295_00677272420	Àwọn mìíràn gbàgbó pé bí èyàn ṣe ń d’àgbà si ló ṣe jẹ kó l’óye si.
yom_02436_01072540162	Tí óúnjẹ yẹ́n bá tutù, kò ní ṣe é jẹ mọ́.
yom_01523_01608900385	Bá mi gbé ìwé wá.
yom_02436_01876894428	Ó ti fẹ́rakù bí mo ṣe ń wòó yìí.
yom_03397_00584387189	Ó máa ń ṣe mí bíi kí a jọ máa wà ní gbogbo ìgbà.
yom_01208_01278650394	Àlùbọ́sà ni ó ń tà.
yom_08784_01487348786	Mo ti gun òkè Afárá rí.
yom_03034_01900356850	Mo nífẹ màmá mi.
yom_07049_01127285005	Wọ́n gbàgbọ́ pé iṣẹ́ tí àwọn fi orúkọ náà rán sí ọmọ bẹ́ẹ̀ yóò kó ipa ribiribi.
yom_02484_00266879461	Ilé-iṣẹ́ agbóhùnsáfẹ́fẹ́ ni ìyàwóò mi kejì wà.
yom_08784_02001327460	Àwọn Ọmọ náà fẹ́ kọ́ èdè Yòrùbá.
yom_07508_00960226556	Ara ò ní ni wá o.
yom_00610_01983991795	Ọjọ́ burúkú èṣù gb’omi mu ni ọjọ́ náà jẹ́.
yom_04310_00784459878	Aṣá ló lọ gbé ọmọ adìyẹ lórí ibẹ̀.
yom_03397_00683716873	Ẹ̀yin ni atọ́kùn ètò náà, àbí?
yom_01208_01142657335	Mo túbá fún gbogbo àṣìṣe tí mo ti ṣe s’ẹ́yìn.
yom_03034_00629276215	Ìyàwó ẹlẹ́sẹ̀ osùn, rọra máa wolẹ̀.
yom_06136_00513610746	Gbólúwaga ṣẹ̀ṣẹ̀ dé láti ibi tí ìyá rẹ rán-an ni.
yom_04310_01992336275	Oko obì lọ́tun, ti ọ̀gẹ̀dẹ̀ lósì.
yom_00295_01808625699	Ọlọ́fin ní orúkọ ẹni tí ó tẹ ìlú Ọ̀tà dó.
yom_08784_01792196659	Ó sọ pé ki n má bínú.
yom_03397_00451394405	Wọ́n na Àdùnní játijàti.
yom_00295_01100371474	O gbọdọ̀ gbọ́ ohun tí mo bá sọ fún ẹ, èmi ni mo bí ẹ.
yom_03034_00045415866	Atọ́batẹ́lẹ̀ ra ọ̀gẹ̀dẹ̀ wá.
yom_06136_00706013777	Adúrú ǹkan yìí ṣẹlẹ̀, oò dẹ̀ jẹ́ kí mo gbó?
yom_02484_00575387344	Ìyàtọ̀ gedegbe ló wà láàárín ikú àti ìyè.
yom_07505_01380730347	Àjàká lọ sí Ìlú Èkó.
yom_02121_01831412677	Ǹjẹ́ ìwọ́ tí dé Ìdúnmọ̀tà rí?
yom_02436_00384928509	Orí ẹní ni mo sùn mọ́jú.
yom_07508_01585466389	Àkàyìmọye ìwé ni Ọ̀jọ̀gbọ́n Ajíbóyè Ọládìípò ti kọ́.
yom_07505_00309679014	Àárin gbùngbùn àríwá ni Atikú ti wá.
yom_00610_01663746697	Ṣé o mọ ìdí tí mo fi ṣe bẹ́ ẹ̀ bi?
yom_08421_00493295037	Lọ wo ẹ̀wà tí mò ń sè nínú kíṣìnì.
yom_02121_00206639101	Ó yà mí lẹ́nu, ètè mí ya pẹ̀lú.
yom_06136_01698663849	Ǹjẹ́ o ti gbọ́ oun tó ṣẹlẹ̀?
yom_00295_02097610485	Orí ibùsùn Àdìó ni Ṣẹfíù jókòó sí.
yom_01208_01854833424	Ní àná, ọkọ mi ò wá sílé.
yom_08784_00383847516	Jẹ́ kí n fún ẹ ní gbogbo ìfẹ́ mi pátápátá.
yom_01523_00756340215	Bísí jẹ́ ìyàwó kejì.
yom_08421_01509728815	Inú omi àti orí ilẹ̀ ni èyàn ti lè rí oònì.
yom_03034_01010138513	Ajé f’ilé wa ṣe ibùgbé ẹ̀.
yom_08421_02009201914	Ikúu M.K.O Abíọ́lá dun ọ̀pọ̀lọpọ̀ èèyàn.
yom_00295_01009533577	Gángan ni ọ̀rọ̀ ilé ayé, bí ó ti kọjú sẹ́nìkan, ẹ̀yìn ló kọ sí ẹlòmíràn.
yom_02121_00900745843	Ààfin ni wọ́n ń pe Ìgà ní Ọ̀yọ́.
yom_08421_01276850983	Inú ń ro mí o.
yom_01208_01099480720	Bàbá yín ò ní pẹ́ dé o.
yom_03034_00663144384	Àwọ̣n ọmọ wọ̀nyí ti jáde lọ.
yom_00295_02013147966	Abẹ́ àtíbàbà ni ìpàdé náà yó ti wáyé.
yom_04310_01967338071	Bàbáa wa ló tún wá jọ́ba.
yom_00295_01090465200	Wùnmí fẹ́ràn kí ó máa jẹ eegun.
yom_09334_00730161997	Owó náà ká gbogbo ohun ta fẹ́ ṣe.
yom_07049_01162914798	Lọ wẹ̀ kí o yé rùn.
yom_07508_01520693898	Ìyá tó mọ ìbẹ̀rẹ̀ ayé mi kó má ṣe mọ ìgbẹ̀yin ayé mi.
yom_08421_01266563036	Inuwọ̀ wà ní abẹ́ tábìlì.
yom_04310_00142694911	Kò mọ̀ ju kí ó ma kà’wé lọ.
yom_07505_00328639836	Ilé ò ní lé wa, ọ̀nà ò sì ní nà wá.
yom_03034_00554207733	Ó ń polówó ọjà.
yom_02121_00216027048	Fẹ́rànmi ti sá kúrò nílé iṣẹ́ ìjọba.
yom_00610_01109755410	Ìrètí nì orúkọ ọmọ àbúrò màmá mi.
yom_00295_01052693823	Tí mo bá gbàgbé ohun gbogbo, ojú rẹ ni mi ò le gbàgbé.
yom_03034_00921743636	Kí màmá tó lọ sọ́jà ló ti sọ fún mi kí n pàrọ̀ aṣọ àbúrò mi.
yom_08421_00705794618	Ọ̀rẹ́ pàtàkì ni èmi àti ẹ̀gbọ́n bàbá ẹ nígbà tó wà láyé.
yom_02121_02034423957	Kí ló ń s’áré jù nínú ìjàpá àti eku.
yom_07049_01655323368	Olódùmarè ní kí ẹ má sin òrìṣà kankan lẹ́yìn òun.
yom_01523_00556139804	Ifá ní pé, ìtì ọ̀gẹ̀dẹ̀ ní kí wọ́n fi máa kóná àgbo fún àwọn tí ara wọn kò yá.
yom_08421_02094124628	Pa fẹ́rẹ́sẹ́ dé kí o bá mi ní ìsàlẹ̀.
yom_03034_00096760735	O jọ ẹni tí yóò ní ẹ̀mí gígùn.
yom_00295_01769793281	Èdùmàrè jọ̀wọ́ jẹ́ káyé ó yẹ wá.
yom_04310_00733516550	Ó ra ọtí fún wa, ẹ bá wa dúpẹ́ lọ́wọ́ ẹ̀.
yom_07049_00102692105	Ayé laá jẹ, ka tó jọ̀run.
yom_02484_00434404389	Mi ò gbàgbọ́ pé Tinúadé lè pa ènìyàn.
yom_02436_01373670277	Ọ̀rọ̀ tó ṣ’àkàlàmàgò tó fi dẹ́kùn ẹ̀rín rínrín, bó ba ṣe gúnugún a wo kókò sórí ẹyìn ni.
yom_00295_00211433715	Bí Ọládùnúní àti Ọláfibọ̀ tilẹ̀ d’ẹ́se náà, wọn ti tọrọ àforíjì.
yom_03034_01842627620	Alágídí èyàn ni Odùújókòó.
yom_03034_02014226570	Ní àná, ò ń wò bí ẹyẹ t’ójò pa.
yom_00610_01451481032	Àwọn okùnrin ni ó pọ̀ njù nídìí iṣẹ́ orin dadakùádà.
yom_02121_01814534607	Ọ̀jọ̀gbọ́n ni ọmọ náà.
yom_00295_00031013716	Díẹ̀ ni tìẹ níbẹ̀, Abíkẹ́, ọmọ Monífádé, ará ìsokùn.
yom_04310_00158953253	Lọ gbé ẹní wá.
yom_00295_01309711201	Ọ̀dọ̀ Ṣẹ̀fíù ni mo ti yá ẹ̀rọ ìbánisọ̀rọ̀ náà.
yom_08421_00373763601	Àwọn ọmọ náà mọ̀ pé ó dára láti wùwà rere.
yom_00295_01149569587	Ìrìn àjò ànà ò dẹrùn rárá, ẹnu gan kò lè ròyìn rẹ̀ tán.
yom_00295_00062289378	Akẹ́kọ̀ọ́ ni wọ́n ń bá sọ̀rọ̀.
yom_02484_01608540149	Ṣọ́’ra ṣe o, ayé gba jẹ́jẹ́.
yom_08421_00934950855	Olè náà sáré gba kọ̀rọ̀.
yom_09334_00645040800	Atẹ́ ti kúrò ní ile ìwée wa.
yom_09334_01892073005	Ajá dúdú ni ti wọn.
yom_02484_01213496884	Jẹ́ ká jọ jó.
yom_08784_00528036130	Mo rí nǹkan tó jọ bẹ́ẹ̀.
yom_03034_01843115561	Oṣù kẹwá ni Adéwùnmí yóò sẹ mọ̀-mí-n-mọ̀-ẹ́.
yom_00610_00861023794	Ẹyẹ agénifò tí ń fò Iójú ọ̀run, kílódé to ṣekú pa Akínsanmí?
yom_07508_01367220977	Bí ọkọ̀ náà ṣe bọ́ sinu kòtò ló mú kí ó forí gbá.
yom_02484_00039799196	Ìwé mẹ́rin ni ọ̀gbẹ́ni Caleb ní ka rà.
yom_03034_00395831951	Wón kun àtíkè sí ọrùn Àńjọlá.
yom_03034_02054899976	Ìdàgbàsókè tí ń bá ìlò ède Yorùbá nípa ìmọ̀-sáyẹ́ǹsì.
yom_07508_00745844924	Ìbálòpò tọkọtaya ni a ń sọ.
yom_07508_00957942018	Ọmọ ló kù ta ǹ tọ́rọ́ fún wọn.
yom_07508_00981058538	Orí páànù ni wón sá ẹran oníyọ̀ sí.
yom_09334_01977117935	T’akọ t’abo la dálé ayé.
yom_04310_00888149686	Ipele àkọ́kọ́ ní fásitì ni mo ti pàdé ìyàwó mi.
yom_03034_00631718384	Kò sí èyan rere kan lára ọmọ yẹn.
yom_07508_01290286199	Ilé-iṣẹ́ agbóhùnsáfẹ́fẹ́ kan ni Jákànde ni ó fi ọ̀rọ̀ náà lọ̀.
yom_08421_01993288533	Kò ní mú ọgbọ́n wá tí a ò bá dá owó tó kù padà.
yom_01208_02048199037	Ìjọ tí mo lọ lánàá wọ́n ń pariwo.
yom_02484_00126078684	Kò rí oorun sùn lálẹ́ àná; èyí múu bínú.
yom_02121_00424840599	Ọ̀rẹ́ kìí ṣe ẹnìkan tí ó kàn ń ṣe alábàápín ìgbà tí nnkan rọ̀ dẹ̀dẹ̀.
yom_04310_01855565612	Mo gba ààyè ní ibi iṣé láti lè lọ fún ìrìn àjò náà.
yom_07505_00035428769	Ohun tí a ó fẹnu jóná lé lórí iṣẹ́ yìí ni èdè àwùjọ àwọn agbèrò àti awakọ̀.
yom_03034_01392332855	Àwọn ọdẹ etílé kìí wọ inú igbó kìjikìji.
yom_07508_00841986848	Ó lé tìróò s’ójú.
yom_09334_01567489824	Ó bá mi mú ẹran wá.
yom_08784_01485984985	Kò kúkú sírú ọlọ́run, Ọba tí kò ṣeé pè lẹ́jọ́.
yom_00295_00999748557	Etí rẹ̀ pẹ̀lú a sì máa gbọ́ ìgbọ́kùgbọ̀ọ́.
yom_02121_00211120486	Wọ́n fẹ́ràn láti máa jẹ àkàrà.
yom_00610_00064644867	Ìdíje ńlá gbáà ni àwọn ẹgbẹ ọdẹ ń fi Ìrèmọ̀jẹ́ Ògún ṣe.
yom_07508_01052355386	Ọ̀kan pàtàkì lára àwọn ẹ̀yà lítíréṣọ àbáláyé Yorùbá ni eré-oníṣe àbáláyé jẹ́.
yom_02121_00772251437	Olúwa yóò ṣọ́ ẹ di ọjọ́ ìkúnlẹ̀ o.
yom_00295_01975678703	Ó ti wa wèrè ni?
yom_07505_01353857074	Lọ ra ata’re wá.
yom_01208_00101690108	Aríìkẹ́ ni mo yàn láàyò jùlọ nínú  gbogbo àwọn ọ̀rẹ́ mi.
yom_01208_00463155729	Kí ló dé tí irọ́ rẹ pọ̀ tó báyìí?
yom_06136_00372800060	Òpó iná náà ti wó lulẹ̀.
yom_07508_00812206214	Àwọn tí wọ́n darí iná fún eré orí ìtàgé náà gbìyànjú.
yom_02436_01678221006	Jẹ́ kí á lọ bẹ̀rẹ̀ ìgbé ayé tuntun níbi tí enìkan ò ti mọ̀ wá.
yom_00610_00048492133	Akáloló ni Bídèmí nígbà tí ó ṣì kéré ṣùgbọ́n ó ti yàtọ̀ díẹ̀ ní sìnyí.
yom_01208_00100923599	Ìrìn-àjò èdá  láyé Ọlọ́run ló mọ̀.
yom_01208_01227004455	Irun rẹ̀ ta kókó.
yom_07049_01473111251	Láti ojú fèrèsé mi, mo rí àwọn ọ̀dọ́ méjì̀ tí wọ́n ń tami oge.
yom_06136_00066077105	Edé mẹ́fà ni Músá fi mu gààrí.
yom_06136_01143703620	Ó ti jí ẹran jẹ nínú ìṣasùn.
yom_09334_00720332405	Ṣòkòtò funfun la wọ̀ lọ sí ilé ìjọ́sìn náà.
yom_01208_00938323361	Bí ìyá náà ṣe gbé ọmọ náà pọ̀n dára jọjọ.
yom_04310_01121296372	Àwọn ọ̀rẹ́ mi ni wọ́n kọ́ mi bí wọ́n ṣe máa ń se oúnjẹ.
yom_09334_00091591408	Ayé ń lọ, à ń tọ̀ ọ́.
yom_03034_01510768014	Nínú gbogbo ìdáwọ́lé mi mo ríre.
yom_09334_01492453488	Ṣadé ṣiṣẹ́ ìwádi lọ sí ilẹ̀ Àríwá.
yom_04310_00068034721	Kí ni wọ́n ń polówó.
yom_02121_02084135875	Àṣé ayé kọ́ la wà nílẹ̀ wa rárá, mo kí ajé kúùkàlẹ̀.
yom_09334_00231754677	Ìwé mélòó lo ti kà.
yom_08784_01039888998	Nínú ère àgbéléwọ̀ náà la ti rí ibi tí ọkọ ti fọ’nu fún aya.
yom_07505_01304643046	Ẹ̀gbọ́n mi ti ṣe ìbéyàwó ní ọ̀sẹ̀ tó lọ.
yom_09334_00479501198	Irú ìbéèrè wo lèyí?
yom_08784_00353698143	Wọn fi ẹ̀mí ìmoore hàn.
yom_00295_00922485420	Gbogbo ara ni mo fi ń kí ẹ.
yom_09334_00206407521	Tóbi ní òun ò fẹ́ rí ẹnikẹ́ni lénìí.
yom_07505_00714441660	Oríṣiríṣi ọgbọ́n ni àwọn bàbá wa máa ń ta láti de ọmọ tí ó bá jẹ́ àbíkú mọ́lẹ̀.
yom_08784_00908923873	Wọ́n ti lọ ṣán ara wọn lẹ́yìn lẹ́yìn wàhálà púpọ̀.
yom_02484_00688622874	Wọ́n ṣe iṣẹ́ abẹ fun ọmọ yẹn ní inú.
yom_04310_00767913939	Tí mo bá lè ṣe’pò kíní nínú ìdíje yìíì, bàbá mi á ra ẹ̀bún fún mi, èyì dá mi lójú.
yom_00295_00625392818	Oṣhòdì ni ilé iṣẹ́ Alfa wà.
yom_02436_02078539238	Ní ‘jọ́ tí Herbert rí Monisọ́lá, kò lè gbójú kúrò lára rẹ̀; Ó fẹ́ẹ̀ lè ma játọ́ lẹ́nu.
yom_08421_00812246475	Àná ò le jẹ́ t’òní, tòní ò sì jọ t’ọ̀la.
yom_09334_00007045236	Mo fẹ́ràn ìsọkúsọ lọ́jọ́ Sátidé.
yom_07508_00149954221	Mo fẹ́ kọ́ bí wọ́n ti ń tẹ dùùrù.
yom_08784_00466800209	Ẹ̀yọ̀, Gẹ̀lẹ̀dẹ́ àti Eégún ni àwọn ọdún ìbílẹ̀ tí mo fẹ́ràn jù.
yom_08784_00975824168	Ìyá wọn ti dolóògbé.
yom_03397_00442217461	Nínú bọ́ọ̀lù àfọwọ́gbá ni wọ́n ti jáwé olúborí.
yom_06136_01221339237	Ọmọ́yẹlẹ́ ti yọ fáìlì náà kúrò ní ibi tí a kóo sí.
yom_00295_00318803215	Onímọ̀ ìṣègùn ni ọmọ mí sọ pé òun fẹ́ fẹ́.
yom_09334_01361517602	Ọjọ́ ọla mi ló jẹmí lógún.
yom_01523_02091535034	Eṣinṣín wá tìlẹ̀kùn ṣáláńgá mọ́rí, ó l’óun ò ní jáde àf’ìgbà tí wọ́n bá fún-un n’íyàwó.
yom_07505_02111388719	Ki lo kùn sí ètè?
yom_06136_00645370566	Èrí mìíràn tí ó fi ìdí ìgbàgbọ́ Yorùbá hàn nípa Àbíkú wà nínú ẹṣẹ̀ ifá.
yom_07508_01439327770	Ọkọ̀ akérò ni mo wọ̀.
yom_00610_01855639877	Aríṣekọ́lá ṣe dáadáa nínú ìdánwò.
yom_08421_01705164982	Ẹlẹ́nu róbótó bí orí ìgò.
yom_07049_00554372530	A gbàgbọ́ pé wọ́n jẹ́ ẹ̀mí àwọn ará ọ̀run tí wọ́n máa ń bẹ ilé-ayé wò.
yom_06136_00386272214	Ó darí ìpàdé náà láti ìbẹ̀rẹ̀ dé òpin.
yom_03034_01116358683	Bàtà mi dà? Níbo lo kó wọn sí?
yom_00610_02084800822	Wọ́n ti mú Èmánúẹ̀lì lọ sí ibi tí yóò ti kọ́ bí wọ́n ti ń ṣe bàtà.
yom_00295_00581377590	Òṣùwọ̀n mẹ́jọmẹ́jọ lóri omi.
yom_09334_00673066578	Kádírí ń jẹun bíi wọ̀bìà.
yom_08421_01952557156	Pẹ́pẹ́yẹ máa ń wè nínú omi bẹ́ẹ̀ wọ́n ń rìn lórí ilẹ̀.
yom_07505_00849493580	Ẹfọ̀n mẹ́ta la gbọ́ pé ọdẹ náà pa.
yom_00610_01205115570	Omí ti dànù.
yom_07505_00417269241	Ṣé oṣó ni ẹ́ ni tàbí iwin?
yom_02121_00689998337	Kí ló dé tí o sá aṣọ tútù sí inú ilé.
yom_07049_00866136075	Ìyá ọkọọ̀ rẹ ló ń pè ọ́.
yom_09334_01196567084	Ilé-iṣẹ́ ti bàbá Bọ̀dé tí ń ṣiṣẹ́ ló ṣe agbátẹrù ìdíje náà.
yom_00610_02053275484	Àwámárììdí ni Ifá.
yom_02436_00928708939	Aláriwo ọmọ ni ẹ́.
yom_02436_00701300944	Ta ẹ̀pà fún mi kí ebi má pa mí kú.
yom_08784_01964755890	A ṣì ní ọ̀pọ̀ ǹkan láti mọ̀ nípa àwọn àdán àti iye ẹ̀ya tó wà.
yom_03034_00228069615	Wọ́n pa ọmọ yín lẹ́kún.
yom_04310_01733840109	Ètò ẹ̀kọ́ alákọbẹ̀rẹ̀ ṣe pàtàkì.
yom_01208_00236356618	Mary Slessor ló dá’wọ́ kí a máa pa ìbejì dúró ní orílẹ̀-èdè Nìgéríà.
yom_01208_00748619928	Olùyàwòrán ni Olúwatóbilọ́ba.
yom_02121_01545187415	Àdúrà fún àwọn ológun Orílẹ̀-Èdè wa àti ìdílé wọn.
yom_08421_01357255384	Ọ̀gá ni Bísóyè níbi ká máa ṣe ìwádìí nípa ìmọ̀ èrò.
yom_08421_01458559247	Àpá kan wà lẹ́yìn ọrùn mi.
yom_07049_01700911293	Àgbàrá ti wọ́ oko bàbá àgbà lọ.
yom_02436_01193063263	Pàtàkì ni àdúrà nínú ohunkóhun.
yom_07508_00629646897	Ẹ̀yìn ilẹ̀kùn ni a máa ń kó ìgbálẹ̀ àti ìkólẹ̀ sí.
yom_03034_02036646410	Ìjọba ti ní kí wọ́n tilé náà pa nítori wàhálà tó ń ṣẹlẹ̀ lọ́wọ́.
yom_07508_02113659767	Orí ibùsùn yìí ni gbogbo ìṣẹ̀lẹ̀ yìí ti ṣẹlẹ̀. [abrupt]
yom_00610_00750798937	Orúkọ ìwé náà ni Mátìíkú.
yom_06136_01020370776	Òǹkà Yorùbá ni mo kọ́ àwọn ènìyàn níbi ìpàdé àná.
yom_03034_01911907681	Èmi ni mo bá àbúrò mi ṣe iṣẹ́ àmúrelé rẹ̀.
yom_03034_00010441476	Ẹnu-Ọwá la ti ń d’ádé.
yom_06136_00293511194	Òòrùn yìí mú gan-an o.
yom_00295_02006503027	Ibo lo ti lọ fọ’bọ́?
yom_09334_00857266005	Mo kórira irọ́ láyé mi.
yom_07049_01576880734	Mo fẹ́ran àgbàdo sísè.
yom_04310_01416816876	Ọlọ́mọ jogún ayé; Erín jogún ọ̀la.
yom_04310_01329108058	Àńjọláolúwa lorúkọ àmútọ̀runwá rẹ̀.
yom_08784_01415110186	Èdè ni à ń lò ní àwùjọ èèyàn púpọ̀, kí àgbọye àti àsọyé lè wà.
yom_00295_00700005909	Níbi tí mo rìnriǹ àjò lọ, ará oko gbáà ni wọ́n. Wọn-òn dá ohun kan mọ̀.
yom_00295_00862359161	Ikú á poníṣègùn bí ẹni tí o ̀m’egbò.
yom_00610_00868771372	Ìgbà wo ni wọ́n ma tó ṣe ọdún ẹ̀yọ̀.
yom_07049_00305661349	Bóyá màá lọ ra mọ́in-mọ́in àt’ẹ̀kọ.
yom_08784_01965579882	Ọpọlọ ọmọ yẹn dà bíi ti Dámilọ́lá.
yom_08421_00500408617	Ọmọ ọba kìí sùn ìta.
yom_03034_00791101288	Ọ̀kan ni ènìyàn ó f’ọwọ́ mú.
yom_07505_00237028149	Imú ọmọ ìkókó náà dọ̀tí.
yom_04310_00655668377	Olorì ní kí a pe àwọn ẹ̀sọ́ wá.
yom_00610_00324773543	Ọ̀dájú n'ikú, bó ṣe ń pa lọ́tùn-ún ló ń pa lósì.
yom_00295_00803217198	Ọmọbìnrin kán wà, ó bímọ méjì, orúkọ àwọn ọmọ náà ni Ọmọ́ṣewà àti Adétutù.
yom_01208_00109215192	Àbùbùtán bíi omi òkun.
yom_08784_01555446232	Ṣé o ti rí ẹran ajá rí.
yom_02121_00210178810	Tí ẹ bá wọ inu ilé wa, àwòrán kan wà lẹ́gbe ibùsùn; Ẹ bá mi múu wá.
yom_03397_01376360817	A ti gé igi kan lulẹ̀.
yom_08421_00321336704	Ọmọ màmá ẹ̀ ni Túndé.
yom_06136_01842897105	Mo máa wà ní agbègbè Tinúbú ní agogo mẹ́wa ọ̀la.
yom_09334_02067295485	Ọdúnm̀bákú ni wọn pe ọdún náà, nítorí àwọn ohun tó ṣẹlẹ̀.
yom_07505_01797491011	Èèyàn mélo lo fẹ́ rí?
yom_03397_00742019698	Mo ò tíì wẹ láti àárọ̀.
yom_08784_00859217672	Ìwọ náà ti délẹ̀ yí, omí ti ta síi díẹ̀.
yom_06136_01797301507	Ọ̀dẹ̀ burúkú l’ọmọ Ajíbóyè yìí tó dá mi dúró.
yom_07505_00715844895	Fọlámí Ọlájídé lorúkọ ọ̀rẹ́ mi àtàtà.
yom_03034_00389072605	Gbogbo wa ni ọ̀rọ̀ yìí kàn.
